2024-11-28 12:00:59.070 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 10584 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-28 12:01:05.195 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-28 12:01:06.218 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-28 12:01:06.260 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-28 12:01:06.275 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 7.838 seconds (process running for 8.28)
2024-11-28 12:01:29.745 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-28 12:01:29.746 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-28 12:01:29.750 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 4 ms
2024-11-28 12:02:15.711 [http-nio-8081-exec-7] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxMzMzNSwiZXhwIjoxNzMyODk5NzM1fQ.X2pDhNYo6r3IVll-i21WeWNDM0wZUwos2jC3FXEANtY; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 17:02:15 GMT; HttpOnly
2024-11-28 12:02:15.728 [http-nio-8081-exec-7] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 12:02:32.711 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-28 12:02:32.714 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-28 12:02:32.776 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-28 12:09:11.808 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 25232 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-28 12:09:11.811 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-28 12:09:12.693 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-28 12:09:12.839 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 126 ms. Found 15 JPA repository interfaces.
2024-11-28 12:09:13.565 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-28 12:09:13.581 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-28 12:09:13.587 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-28 12:09:13.589 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-28 12:09:13.695 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-28 12:09:13.697 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1824 ms
2024-11-28 12:09:13.892 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-28 12:09:13.964 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-28 12:09:14.007 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-28 12:09:14.364 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-28 12:09:14.413 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-28 12:09:14.643 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@26f5e45d
2024-11-28 12:09:14.649 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-28 12:09:14.711 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-28 12:09:14.713 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-28 12:09:15.981 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-28 12:09:15.985 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-28 12:09:16.475 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-28 12:09:16.670 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-28 12:09:16.702 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 9c7296a8-d944-43b3-8a42-269cdf26ff97

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-28 12:09:16.728 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-28 12:09:17.312 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-28 12:09:17.340 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-28 12:09:17.351 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.285 seconds (process running for 6.87)
2024-11-28 12:09:25.851 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-28 12:09:25.852 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-28 12:09:25.854 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
2024-11-28 12:09:30.191 [http-nio-8081-exec-1] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxMzc3MCwiZXhwIjoxNzMyOTAwMTcwfQ.McvWglr74u3txmxmBYlun5AbNZaOzoM4QvYclz07-0A; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 17:09:30 GMT; HttpOnly
2024-11-28 12:09:30.207 [http-nio-8081-exec-1] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 12:26:16.615 [http-nio-8081-exec-1] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxNDc3NiwiZXhwIjoxNzMyOTAxMTc2fQ.RhJm5FPRf5RV8OJJKitmLMMcZEmfKB4JsB_2IIA3mCM; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 17:26:16 GMT; HttpOnly
2024-11-28 12:26:16.616 [http-nio-8081-exec-1] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 12:26:45.902 [SpringApplicationShutdownHook] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-11-28 12:26:45.905 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-11-28 12:26:45.913 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-11-28 12:38:29.954 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 15972 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-28 12:38:29.963 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-28 12:38:31.427 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-28 12:38:31.606 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 161 ms. Found 15 JPA repository interfaces.
2024-11-28 12:38:32.927 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-28 12:38:32.956 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-28 12:38:32.979 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-28 12:38:32.980 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-28 12:38:33.141 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-28 12:38:33.145 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3096 ms
2024-11-28 12:38:33.690 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-28 12:38:33.841 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-28 12:38:33.897 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-28 12:38:34.410 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-28 12:38:34.515 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-28 12:38:34.840 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@32ba5c65
2024-11-28 12:38:34.844 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-28 12:38:34.916 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-28 12:38:34.921 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-28 12:38:36.162 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-28 12:38:36.165 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-28 12:38:36.898 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-28 12:38:37.064 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-28 12:38:37.086 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f3befde8-bb9a-4146-baaf-3408445eade3

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-28 12:38:37.114 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-28 12:38:37.770 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-28 12:38:37.798 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-28 12:38:37.808 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 8.765 seconds (process running for 9.408)
2024-11-28 12:38:40.040 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-28 12:38:40.041 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-28 12:38:40.042 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-28 12:38:44.383 [http-nio-8081-exec-2] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxNTUyNCwiZXhwIjoxNzMyOTAxOTI0fQ.JJhh5x4hLGRxtqH6s9OFvYASH5ATE8W5SG6tJ_Z5kLg; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 17:38:44 GMT; HttpOnly
2024-11-28 12:38:44.414 [http-nio-8081-exec-2] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 12:39:07.759 [http-nio-8081-exec-3] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxNTU0NywiZXhwIjoxNzMyOTAxOTQ3fQ.dxzLUFZhdTtdztwZRJ2FRAZTwsrFeLfUzoFiYl_JqME; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 17:39:07 GMT; HttpOnly
2024-11-28 12:39:07.760 [http-nio-8081-exec-3] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 13:11:04.666 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 19660 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-28 13:11:04.671 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-28 13:11:05.872 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-28 13:11:06.002 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 118 ms. Found 15 JPA repository interfaces.
2024-11-28 13:11:06.910 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-28 13:11:06.929 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-28 13:11:06.938 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-28 13:11:06.939 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-28 13:11:07.020 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-28 13:11:07.021 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2267 ms
2024-11-28 13:11:07.212 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-28 13:11:07.282 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
2024-11-28 13:11:07.343 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-11-28 13:11:07.747 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-11-28 13:11:07.787 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-28 13:11:07.957 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@55c03e4
2024-11-28 13:11:07.960 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-28 13:11:08.014 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-11-28 13:11:08.015 [main] WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-11-28 13:11:09.200 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-11-28 13:11:09.203 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-28 13:11:09.674 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-11-28 13:11:09.912 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-11-28 13:11:09.940 [main] WARN  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 498f2e84-d135-4690-887f-40ecdd6a8606

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2024-11-28 13:11:09.962 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name inMemoryUserDetailsManager
2024-11-28 13:11:10.560 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2024-11-28 13:11:10.587 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2024-11-28 13:11:10.596 [main] INFO  c.b.integrador.IntegradorApplication - Started IntegradorApplication in 6.573 seconds (process running for 7.037)
2024-11-28 13:12:15.606 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-11-28 13:12:15.607 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-11-28 13:12:15.608 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2024-11-28 13:12:19.865 [http-nio-8081-exec-2] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxNzUzOSwiZXhwIjoxNzMyOTAzOTM5fQ.jOQrir4tRsD5Yye9i3ZEITOWkYJ7K5Z4UfOHXavjDx0; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 18:12:19 GMT; HttpOnly
2024-11-28 13:12:19.890 [http-nio-8081-exec-2] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 13:12:23.556 [http-nio-8081-exec-3] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxNzU0MywiZXhwIjoxNzMyOTAzOTQzfQ.I4FoFmodOqYyfPRyRLKmSteWWBv6LzzDnzTvuveK1Sw; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 18:12:23 GMT; HttpOnly
2024-11-28 13:12:23.557 [http-nio-8081-exec-3] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 13:23:36.582 [http-nio-8081-exec-6] INFO  c.b.i.Controller.AuthController - JWT Cookie creada: jwt=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJsbWFydGluZXpxdWlqYW5kcmlhQGdtYWlsLmNvbSIsInVzZXJJZCI6MTMsImlhdCI6MTczMjgxODIxNiwiZXhwIjoxNzMyOTA0NjE2fQ.0io8Jl_3T0fhRij7MDebaNgh5yocozRMdJ7IFyKZjPE; Path=/; Max-Age=86400; Expires=Fri, 29 Nov 2024 18:23:36 GMT; HttpOnly
2024-11-28 13:23:36.583 [http-nio-8081-exec-6] INFO  c.b.i.Controller.AuthController - Respuesta de login enviada correctamente con cookies.
2024-11-28 13:40:46.775 [main] INFO  c.b.integrador.IntegradorApplication - Starting IntegradorApplication using Java 21.0.4 with PID 3640 (C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador\target\classes started by lmart in C:\Users\lmart\OneDrive\Documents\ProyectoIntegradorBackend\integrador)
2024-11-28 13:40:46.778 [main] INFO  c.b.integrador.IntegradorApplication - No active profile set, falling back to 1 default profile: "default"
2024-11-28 13:40:48.007 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-28 13:40:48.171 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 142 ms. Found 15 JPA repository interfaces.
2024-11-28 13:40:48.954 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2024-11-28 13:40:48.968 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2024-11-28 13:40:48.973 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-11-28 13:40:48.974 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.30]
2024-11-28 13:40:49.058 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-11-28 13:40:49.060 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2233 ms
2024-11-28 13:40:49.245 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-28 13:40:49.325 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.3.Final
